"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Sorry for all you guys that are not family with the Lynches.<br /><br />My sister in law asked me how you can make just a disturbing movie. I told her that if the daughter and her father would not do these movie, they would have instead to go around and kill and cut people in pieces.<br /><br />After every Lnych movie I tell myself, again one and a half hour [[lost]] of my life. But next time I will check the director's or producers name.<br /><br />So, you don't want to be angry at yourself and loose time, don't watch it. But if you think that you need to kill","Sorry for all you guys that are not family with the Lynches.<br /><br />My sister in law asked me how you can make just a disturbing movie. I told her that if the daughter and her father would not do these movie, they would have instead to go around and kill and cut people in pieces.<br /><br />After every Lnych movie I tell myself, again one and a half hour [[loyst]] of my life. But next time I will check the director's or producers name.<br /><br />So, you don't want to be angry at yourself and loose time, don't watch it. But if you think that you need to kill",0.002154111862182617,0.010415136814117432,0.0,0.0,0.0,1045.0,"Failed"
"One of the most magnificent movies ever made. The [[acting]] of Charles Buchinski (later known as Bronson) is simply outstanding. This is the crown on the career of director Winner, who himself was often quoted saying this was his masterpiece. The plot has been copied many times, but it's never been topped. Wildey J. Moore, the gun manufacturer, many times claimed his brand's growth since the mid 80s can be fully credited to DW3, and rightly so. This is not just a movie, this is art that many generations will admire and appreciate. Although this movie has never been fully appreciated in the USA, it has found a huge following","One of the most magnificent movies ever made. The [[acging]] of Charles Buchinski (later known as Bronson) is simply outstanding. This is the crown on the career of director Winner, who himself was often quoted saying this was his masterpiece. The plot has been copied many times, but it's never been topped. Wildey J. Moore, the gun manufacturer, many times claimed his brand's growth since the mid 80s can be fully credited to DW3, and rightly so. This is not just a movie, this is art that many generations will admire and appreciate. Although this movie has never been fully appreciated in the USA, it has found a huge following",0.0025093555450439453,0.002926945686340332,1.0,1.0,1.0,1714.0,"Failed"
"Once I heard that the greatest and oldest preserved Germanic heroic poem was transformed into a film it almost became my obsession to see it. The first glints of its appearance I caught never disappointed me. A futuristic interpretation With Lambert our favourite highlander and Mitra, tomb raider to be,in leading roles seamed appealing, though some doubts came to life (an important female character in Beowulf?)... Two hours ago I saw the film. After I had read the director's name my world fell apart. As I said - from that point on, there was not many surprises. First and foremost, the film has NOTHING to do with the original Beowulf","Once I heard that the greatest and oldest preserved Germanic heroic poem was transformed into a film it almost became my obsession to see it. The first glints of its appearance I caught never disappointed me. A futuristic interpretation With Lambert our favourite highlander and Mitra, tomb raider to be,in leading roles seamed appealing, though some doubts came to life (an important female character in Beowulf?)... Two hours ago I saw the film. After I had read the director's name my world fell apart. As I said - from that point on, there was not many surprises. First and foremost, the film has NOTHING to do with the original Beowulf",0.998111367225647,0.998111367225647,1.0,1.0,0.0,1.0,"Skipped"
"Caddyshack II is one of those pictures which makes you ask 'Why?' As in; 'Why was it funded?': 'Why was it made?' and 'Why was it released into the public domain?'.<br /><br />To say the least it's a bad [[film]]. It serves little purpose but to underline how superior its prequel was by setting an almost identical set of characters against each other in a similar storyline as a 'New money' land developer attempts to buy out the establishment's golf course sanctuary. <br /><br />Right off the bat making the follow-up a whole 8 years after the original is somewhat bizarre. I mean if your going to cash in on","Caddyshack II is one of those pictures which makes you ask 'Why?' As in; 'Why was it funded?': 'Why was it made?' and 'Why was it released into the public domain?'.<br /><br />To say the least it's a bad [[fim]]. It serves little purpose but to underline how superior its prequel was by setting an almost identical set of characters against each other in a similar storyline as a 'New money' land developer attempts to buy out the establishment's golf course sanctuary. <br /><br />Right off the bat making the follow-up a whole 8 years after the original is somewhat bizarre. I mean if your going to cash in on",0.0009368062019348145,0.0015671849250793457,0.0,0.0,0.0,1492.0,"Failed"
"Michael Bassett's film 'Solomon Kane' (based on the character of the same name created by Robert E. Howard) is a disappointing Fantasy Action-Adventure film, that despite having a few scenes of genius falls flat with its awkward pacing, poor characterisation and general [[dullness]]. Solomon Kane (James Purefoy) is a mercenary of Queen Elizabeth's army fighting in Africa, where he comes face-to-face with the Devil's Reaper  a demon who collects the Devil's debts i.e. souls  refusing to go to hell just yet, he evades the Reaper and starts a new life in an English monastery. With this new life, Solomon has left-behind his culture of violence and bloodshed and","Michael Bassett's film 'Solomon Kane' (based on the character of the same name created by Robert E. Howard) is a disappointing Fantasy Action-Adventure film, that despite having a few scenes of genius falls flat with its awkward pacing, poor characterisation and general [[dullneds]]. Solomon Kane (James Purefoy) is a mercenary of Queen Elizabeth's army fighting in Africa, where he comes face-to-face with the Devil's Reaper  a demon who collects the Devil's debts i.e. souls  refusing to go to hell just yet, he evades the Reaper and starts a new life in an English monastery. With this new life, Solomon has left-behind his culture of violence and bloodshed and",0.0024240612983703613,0.0034482479095458984,0.0,0.0,0.0,2155.0,"Failed"
"Plodding, maybe that should have been the title. Bad dialogue delivered at a snail's pace. All the characters are single dimension with the exception of one. Unfortunately, that character has some of the worst lines and does not seem to fit into this cliché ridden two- hour drag. Having grown up in the seventies, this film is seriously [[lacking]] in detail, atmosphere and authenticity. Surprisingly, this was produced by Kelsey Grammar, someone who should recognize sharp dialogue and a consistent narrative in a script. Cameron Richardson is about the only element that lights up this film. Robin Trower's music is also a welcomed addition.","Plodding, maybe that should have been the title. Bad dialogue delivered at a snail's pace. All the characters are single dimension with the exception of one. Unfortunately, that character has some of the worst lines and does not seem to fit into this cliché ridden two- hour drag. Having grown up in the seventies, this film is seriously [[lacming]] in detail, atmosphere and authenticity. Surprisingly, this was produced by Kelsey Grammar, someone who should recognize sharp dialogue and a consistent narrative in a script. Cameron Richardson is about the only element that lights up this film. Robin Trower's music is also a welcomed addition.",0.0012056827545166016,0.004531741142272949,0.0,0.0,0.0,1994.0,"Failed"
"I saw this film last night and came online specifically to see if others thought it was as awful as I did.<br /><br />Granted, obviously some people see a lot in this film that I didn't, so if you're one of those people, fine - good luck to you. But I'm a patient person. I've enjoyed extremely long films before. But this was an exercise in [[torture]] for me.<br /><br />I honestly felt that this was one of those films with little to say, and that it was more about style than substance - however, the style, too, made me feel like tearing my hair out. Pretty much anything interesting","I saw this film last night and came online specifically to see if others thought it was as awful as I did.<br /><br />Granted, obviously some people see a lot in this film that I didn't, so if you're one of those people, fine - good luck to you. But I'm a patient person. I've enjoyed extremely long films before. But this was an exercise in [[trture]] for me.<br /><br />I honestly felt that this was one of those films with little to say, and that it was more about style than substance - however, the style, too, made me feel like tearing my hair out. Pretty much anything interesting",0.001468658447265625,0.9888465404510498,0.0,1.0,0.0,1260.0,"Successful"
"The actors in this dark film are truly believable and well cast. The quality of the camera work makes you feel as if you are there The screenplay is intense and does not [[wander]]. The plot is one that makes you want to watch it a second time from the new perspective gained by the ending. We showed this film to a small group of patrons at Gadsden's Center for Cultural Arts. After the film, ever patron was eager to discuss the film and one person called me the next day to say that they were still ""bothered"". While we put an 18 and up age restriction on the film,","The actors in this dark film are truly believable and well cast. The quality of the camera work makes you feel as if you are there The screenplay is intense and does not [[wadner]]. The plot is one that makes you want to watch it a second time from the new perspective gained by the ending. We showed this film to a small group of patrons at Gadsden's Center for Cultural Arts. After the film, ever patron was eager to discuss the film and one person called me the next day to say that they were still ""bothered"". While we put an 18 and up age restriction on the film,",0.00033664703369140625,0.00040918588638305664,1.0,1.0,1.0,1345.0,"Failed"
"For a movie I was really looking forward to, I was very [[disappointed]]. I had no expectations of this being another Amadeus, but did expect a more significant portrayal of Beethovens last years.<br /><br />The performance by Ed Harris was superb, but the story line was so weak that the film simply moved from one dreary scene to the next with no continuity.<br /><br />The only enjoyable part of the film for me was the performance of the 9th, and from that point on I could quite happily have walked out without finishing.<br /><br />I left feeling very dissatisfied and still have the feeling that something important was missed.","For a movie I was really looking forward to, I was very [[djsappointed]]. I had no expectations of this being another Amadeus, but did expect a more significant portrayal of Beethovens last years.<br /><br />The performance by Ed Harris was superb, but the story line was so weak that the film simply moved from one dreary scene to the next with no continuity.<br /><br />The only enjoyable part of the film for me was the performance of the 9th, and from that point on I could quite happily have walked out without finishing.<br /><br />I left feeling very dissatisfied and still have the feeling that something important was missed.",0.00160139799118042,0.02291351556777954,0.0,0.0,0.0,1658.0,"Failed"
"I had never heard about this movie when it was given to me to translate, so I didn't know what to expect. I checked it out on IMDb and got curious. It didn't take long to realize that this was a gem. Outstanding [[performances]], great story, and it's both well directed and well written. It's hard to compare it to other movies, but ""Stand by me"" comes to mind, although it has as many differences from ""The cure"" as similarities. The tale of an extraordinary friendship between young boys, plus the dramatic and humorous elements are the most obvious similarities between this movie and ""Stand by me"". Other than that,","I had never heard about this movie when it was given to me to translate, so I didn't know what to expect. I checked it out on IMDb and got curious. It didn't take long to realize that this was a gem. Outstanding [[performznces]], great story, and it's both well directed and well written. It's hard to compare it to other movies, but ""Stand by me"" comes to mind, although it has as many differences from ""The cure"" as similarities. The tale of an extraordinary friendship between young boys, plus the dramatic and humorous elements are the most obvious similarities between this movie and ""Stand by me"". Other than that,",0.0005318522453308105,0.0009067058563232422,1.0,1.0,1.0,1543.0,"Failed"
"Sadly a great opportunity to utilise a superb cast to bring King Lear up to date. However, instead, we got a contrived family [[drama]] that appeared to dip into Lear when the writer had run out of ideas, the cast worked hard but it just didn't gel. Recently Stephen Harrigan showed how to adapt and update the classics with his screenplay for the magnificent TV movie ""King of Texas"".","Sadly a great opportunity to utilise a superb cast to bring King Lear up to date. However, instead, we got a contrived family [[dfama]] that appeared to dip into Lear when the writer had run out of ideas, the cast worked hard but it just didn't gel. Recently Stephen Harrigan showed how to adapt and update the classics with his screenplay for the magnificent TV movie ""King of Texas"".",0.0034781694412231445,0.021394312381744385,0.0,0.0,0.0,1055.0,"Failed"
"That's the [[worst]] film I saw since a long time. Historic accuracy is totally non-existent. For example, James Wolfe, who his depicted as an anti-French Canadian, is shown in London during the summer of 1759. Natives are like Indians of a bad Hollywood movie of the 60's : They wear deerskin clothes and ride horses (The Montagnais had never ride horses). The film is taking place in Quebec City, but footage is set in Louisbourg, showing the Atlantic Ocean.<br /><br />The original scenario was supposed to include the Battle of the Plains of Abraham, but the producers drop this idea saying that costs for uniforms and participants would be more","That's the [[woret]] film I saw since a long time. Historic accuracy is totally non-existent. For example, James Wolfe, who his depicted as an anti-French Canadian, is shown in London during the summer of 1759. Natives are like Indians of a bad Hollywood movie of the 60's : They wear deerskin clothes and ride horses (The Montagnais had never ride horses). The film is taking place in Quebec City, but footage is set in Louisbourg, showing the Atlantic Ocean.<br /><br />The original scenario was supposed to include the Battle of the Plains of Abraham, but the producers drop this idea saying that costs for uniforms and participants would be more",0.0008133053779602051,0.002260923385620117,0.0,0.0,0.0,1956.0,"Failed"
"Childish storyline ripped off of a lame Hollywood movie, terrible acting, cheesy dialogue, and not quite ""up-to-par"" sex scenes. That's right another great softcore parody! I enjoyed this film greatly! Sure the acting is terrible, but that part of the fun! The storyline is ludicrous, but some things must be sacrificed when the story has to revolve around girl-on-girl sex scenes. And because it's only softcore (no penetration) the sex scenes were a little bland. But it's like the great god of softcore smut Russ Meyers said ""who really cares what goes down beneath the waist."" I don't know if I'd agree with Mr. Meyers on this one but what","Childish storyline ripped off of a lame Hollywood movie, terrible acting, cheesy dialogue, and not quite ""up-to-par"" sex scenes. That's right another great softcore parody! I enjoyed this film greatly! Sure the acting is terrible, but that part of the fun! The storyline is ludicrous, but some things must be sacrificed when the story has to revolve around girl-on-girl sex scenes. And because it's only softcore (no penetration) the sex scenes were a little bland. But it's like the great god of softcore smut Russ Meyers said ""who really cares what goes down beneath the waist."" I don't know if I'd agree with Mr. Meyers on this one but what",0.9969443082809448,0.9969443082809448,1.0,1.0,0.0,1.0,"Skipped"
"Every high praise word fell way short before the height of this movie. This movie is the true example of how a psychological horror movie should be.<br /><br />The plot seems to be a bit confusing at first viewing but it will definitely explain a bit about what's going on and you really want to view it for the second time. But after second viewing you will start to join the pieces together and then you will know how [[amazing]] a movie can be.<br /><br />A word of advice for slasher flick fans stay away from this movie. This is not your dumb ass teenage slasher movie, in which you","Every high praise word fell way short before the height of this movie. This movie is the true example of how a psychological horror movie should be.<br /><br />The plot seems to be a bit confusing at first viewing but it will definitely explain a bit about what's going on and you really want to view it for the second time. But after second viewing you will start to join the pieces together and then you will know how [[amaxing]] a movie can be.<br /><br />A word of advice for slasher flick fans stay away from this movie. This is not your dumb ass teenage slasher movie, in which you",0.000443875789642334,0.9940613508224487,1.0,0.0,1.0,1351.0,"Successful"
"I'm not sure if this is a comedy or not, but I found it pretty comical. Isobel is possessed by the devil. Somehow a perverted priest and the gardener are gonna' fix that. Part exorcism and part soap opera, you'll at least get some laughs. There's the paranoid jealous dad, satanic sister, Valley of the Dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see this. Instead of the cool head-twisting, sailor cursing, and crucifix humping that Regan did in The Exorcist; you get a","I'm not sure if this is a comedy or not, but I found it pretty comical. Isobel is possessed by the devil. Somehow a perverted priest and the gardener are gonna' fix that. Part exorcism and part soap opera, you'll at least get some laughs. There's the paranoid jealous dad, satanic sister, Valley of the Dolls mother, and then the cowboy boyfriend; all there to help the skirt chasing priest fight the demons from dear Isobel. It sometimes felt like a Jerry Springer episode, but I actually paid to see this. Instead of the cool head-twisting, sailor cursing, and crucifix humping that Regan did in The Exorcist; you get a",0.7138709425926208,0.7138709425926208,1.0,1.0,0.0,1.0,"Skipped"
"I was first introduced to this movie while in San Antonio, Tx. This movie was the 2nd. in a double feature. Unfortunately, the theater where I saw this was torn down. Anyways, Five Fingers of Death (aka: King Boxer), was released in 1972 and introduced in the U.S. the following year. Like a lot of ""other"" Kung-Fu movies released while riding on the ""coat-tails"" of Enter the Dragon, this particular movie actually was [[pretty]] good. It's the story of a country boy who is sent to a martial arts institute to better himself & his fighting skills. Meanwhile, the ""opponent"" martial arts school plans & scheme to thwart our hero,","I was first introduced to this movie while in San Antonio, Tx. This movie was the 2nd. in a double feature. Unfortunately, the theater where I saw this was torn down. Anyways, Five Fingers of Death (aka: King Boxer), was released in 1972 and introduced in the U.S. the following year. Like a lot of ""other"" Kung-Fu movies released while riding on the ""coat-tails"" of Enter the Dragon, this particular movie actually was [[pretfy]] good. It's the story of a country boy who is sent to a martial arts institute to better himself & his fighting skills. Meanwhile, the ""opponent"" martial arts school plans & scheme to thwart our hero,",0.035381853580474854,0.9939146041870117,1.0,0.0,1.0,1726.0,"Successful"
"I didn't see this movie until it appeared on television because I was doubtful about comic flicks. Ever since the ""Batman"" series, ""Spawn,"" ""Judge Dredd,"" and many other pitiful p.g.-13 bombs, I dodged everything at all cost. I would question in my mind, ""why can't someone make a movie that is rated R and stays true to the story, how difficult is that?"" And finally my [[prayers]] have been answered with Blade. This movie pops right out of the pages onto the screen with sheer violence, blood, martial arts, weapons, fire, the good against evil, etc. Yeah sure a lot of action flicks contain all these goodies, and most of","I didn't see this movie until it appeared on television because I was doubtful about comic flicks. Ever since the ""Batman"" series, ""Spawn,"" ""Judge Dredd,"" and many other pitiful p.g.-13 bombs, I dodged everything at all cost. I would question in my mind, ""why can't someone make a movie that is rated R and stays true to the story, how difficult is that?"" And finally my [[praters]] have been answered with Blade. This movie pops right out of the pages onto the screen with sheer violence, blood, martial arts, weapons, fire, the good against evil, etc. Yeah sure a lot of action flicks contain all these goodies, and most of",0.003655850887298584,0.04885643720626831,1.0,1.0,1.0,1546.0,"Failed"
"LATTER DAYS <br /><br />Aspect ratio: 1.85:1<br /><br />Sound format: Stereo<br /><br />Trouble flares when an LA party boy (Wes Ramsey) falls in love with a handsome Mormon missionary (Steve Sandvoss).<br /><br />A huge hit on the festival circuit and on limited theatrical release, this [[likable]] movie - the feature debut of screenwriter C. Jay Cox (SWEET HOME ALABAMA) - is an exercise in 'opposites attract', in which Ramsey's shallow-minded character is changed forever after falling hard for vulnerable beauty Sandvoss, who is constrained by the dictates of his religious convictions. Here, the path of true love is paved with hardship, not least of which is the reaction of Sandvoss'","LATTER DAYS <br /><br />Aspect ratio: 1.85:1<br /><br />Sound format: Stereo<br /><br />Trouble flares when an LA party boy (Wes Ramsey) falls in love with a handsome Mormon missionary (Steve Sandvoss).<br /><br />A huge hit on the festival circuit and on limited theatrical release, this [[liWkable]] movie - the feature debut of screenwriter C. Jay Cox (SWEET HOME ALABAMA) - is an exercise in 'opposites attract', in which Ramsey's shallow-minded character is changed forever after falling hard for vulnerable beauty Sandvoss, who is constrained by the dictates of his religious convictions. Here, the path of true love is paved with hardship, not least of which is the reaction of Sandvoss'",0.011651575565338135,0.9963580369949341,1.0,0.0,1.0,2127.0,"Successful"
"I am a big fan of this film and found the TV mini series ""Children of The Dust"", the version fans should look for. At least 20 minutes or more are cut on the DVD version of this film.<br /><br />I would also suggest viewers who enjoyed this film to check out the book there is a more rounded storyline with Corby/Whitewolf and Rachel, more on Black History and Buffalo Solders. There were two many storylines for the series or this film.<br /><br />Sidney Poitier only shows he gets better with age, the talent just keeps growing the chemistry between his character of Gypsy Smith and Regina Taylor were [[wonderful]]","I am a big fan of this film and found the TV mini series ""Children of The Dust"", the version fans should look for. At least 20 minutes or more are cut on the DVD version of this film.<br /><br />I would also suggest viewers who enjoyed this film to check out the book there is a more rounded storyline with Corby/Whitewolf and Rachel, more on Black History and Buffalo Solders. There were two many storylines for the series or this film.<br /><br />Sidney Poitier only shows he gets better with age, the talent just keeps growing the chemistry between his character of Gypsy Smith and Regina Taylor were [[wonderYful]]",0.0005131959915161133,0.9489231705665588,1.0,0.0,1.0,1516.0,"Successful"
"As to be expected, there's a pretty good reason why this film is so obscure and unknown in spite of dealing with the always-popular premise of zombies and starring the 80's B-movie queen Linda Blair, [[namely]]: it sucks! ""The Chilling"" is trying enormously hard  way too hard  to be a story with depth and factual background, whereas it should have just been a light-headed and gore-packed horror flick about frozen zombies. It takes an incredibly long time before anything remotely interesting or significant happens. There's a lot of drivel about cryogenics, which I learned in my physics class is the study of products and their behavior at extremely","As to be expected, there's a pretty good reason why this film is so obscure and unknown in spite of dealing with the always-popular premise of zombies and starring the 80's B-movie queen Linda Blair, [[namAely]]: it sucks! ""The Chilling"" is trying enormously hard  way too hard  to be a story with depth and factual background, whereas it should have just been a light-headed and gore-packed horror flick about frozen zombies. It takes an incredibly long time before anything remotely interesting or significant happens. There's a lot of drivel about cryogenics, which I learned in my physics class is the study of products and their behavior at extremely",0.0007914900779724121,0.0010908842086791992,0.0,0.0,0.0,2030.0,"Failed"
"all i can say about this film is to read the back of the [[video]] case and then put it back on he shelf and pick anything else, i mean anything, a blank video, would be better than watching this.","all i can say about this film is to read the back of the [[viddo]] case and then put it back on he shelf and pick anything else, i mean anything, a blank video, would be better than watching this.",0.001300811767578125,0.0026414990425109863,0.0,0.0,0.0,406.0,"Failed"
"This is probably the [[worst]] film I have ever seen; it makes Plan 9 from Outer Space look wonderful. The acting is wooden, the plot silly and the SFX non-existent. The only good thing about it is the fact that it is not a long film. The scenery is sometimes quite pretty, assuming you like trees, if that helps any!","This is probably the [[wordt]] film I have ever seen; it makes Plan 9 from Outer Space look wonderful. The acting is wooden, the plot silly and the SFX non-existent. The only good thing about it is the fact that it is not a long film. The scenery is sometimes quite pretty, assuming you like trees, if that helps any!",0.0008490085601806641,0.002426445484161377,0.0,0.0,0.0,753.0,"Failed"
"Two young friends grow up together in Afghanistan. The events of their lives drive them apart and one of them has now been living in the USA for a good number of years. As he receives a phone call it is clear that he has to return, for there is [[trouble]] in the air.<br /><br />This is a film about life lasting friendships, mistakes and making up again. But also a film about darkness, pain and endurance. From the pleasurable young days of growing up and playing games to the falling apart, back to the playing of games. This is a slow film, but not too slow.<br /><br />It plays","Two young friends grow up together in Afghanistan. The events of their lives drive them apart and one of them has now been living in the USA for a good number of years. As he receives a phone call it is clear that he has to return, for there is [[tgouble]] in the air.<br /><br />This is a film about life lasting friendships, mistakes and making up again. But also a film about darkness, pain and endurance. From the pleasurable young days of growing up and playing games to the falling apart, back to the playing of games. This is a slow film, but not too slow.<br /><br />It plays",0.0017477869987487793,0.004788815975189209,1.0,1.0,1.0,1369.0,"Failed"
"WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />If you plan on watching this movie DON'T! I warn you... this movie is TERRIBLY boring and basically horrifying, not in the Horror movie kind of way, to watch. I mistook this Piranha movie for another Piranha movie and when I had noticed I made a mistake I decided to watch this one anyway. I wish I wouldn't have. This movie is so horrendous and so [[intolerable]] in every piece of material that I couldn't bare to let anyone say this movie was halfway decent. For one thing, this movie should be called A","WARNING:I advise anyone who has not seen the film yet to not read this comment.<br /><br />If you plan on watching this movie DON'T! I warn you... this movie is TERRIBLY boring and basically horrifying, not in the Horror movie kind of way, to watch. I mistook this Piranha movie for another Piranha movie and when I had noticed I made a mistake I decided to watch this one anyway. I wish I wouldn't have. This movie is so horrendous and so [[intoerable]] in every piece of material that I couldn't bare to let anyone say this movie was halfway decent. For one thing, this movie should be called A",0.0009960532188415527,0.6671133041381836,0.0,1.0,0.0,1439.0,"Successful"
"I am and have been a serious collector of Christmas related movies, TV shows, holidays specials, etc., for over twenty-five years. Please heed my warning and do not be mislead by sterling reviews & media hype about this movie. This is not a Muppett movie as we have come to know them, and is certainly NOT for children. The fact that this was produced for a major TV network is/was no surprise considering their level of operation at this time. What is hard for me to believe, is that The Jim Henson organization stooped so low to become involved in this [[travesty]] of Christmas.I wish there had been reviews for","I am and have been a serious collector of Christmas related movies, TV shows, holidays specials, etc., for over twenty-five years. Please heed my warning and do not be mislead by sterling reviews & media hype about this movie. This is not a Muppett movie as we have come to know them, and is certainly NOT for children. The fact that this was produced for a major TV network is/was no surprise considering their level of operation at this time. What is hard for me to believe, is that The Jim Henson organization stooped so low to become involved in this [[trvesty]] of Christmas.I wish there had been reviews for",0.0013598799705505371,0.06439054012298584,0.0,0.0,0.0,1638.0,"Failed"
"This movie is very much like every other modern horror movie. It's predictable in the way it gets build up and progresses and just [[never]] succeeds in bringing anything original or shocking to the screen. That's really the biggest disappointment of the movie, that overall still had a promising main concept for a movie of its sort.<br /><br />You can call this movie a big walking modern horror movie cliché. It has all of the elements in it that make modern horror movies often not so very great ones to watch. One of these aspects is a moaning and very naive little kid. Why do they keep putting this sort","This movie is very much like every other modern horror movie. It's predictable in the way it gets build up and progresses and just [[nejver]] succeeds in bringing anything original or shocking to the screen. That's really the biggest disappointment of the movie, that overall still had a promising main concept for a movie of its sort.<br /><br />You can call this movie a big walking modern horror movie cliché. It has all of the elements in it that make modern horror movies often not so very great ones to watch. One of these aspects is a moaning and very naive little kid. Why do they keep putting this sort",0.0015850067138671875,0.007606387138366699,0.0,0.0,0.0,1635.0,"Failed"
"Although it was dark, depressing, and at times hard to watch, You Are Alone held my attention and was refreshingly honest in its dialog. It truly captured the angst of teenage romantic relationships. In addition, the soundtrack was amazing. The lyrics and the tone of the songs complemented the sadness of the film so well that it made you wonder if the tracks were created specifically for the movie. <br /><br />Jessica Bohl is the best actress I have ever watched. Her compelling and believable performance made the movie. It made me wonder if she really IS a prostitute. Who knows. [[Anyway]], the movie was very worth seeing. LOVE, YOUR","Although it was dark, depressing, and at times hard to watch, You Are Alone held my attention and was refreshingly honest in its dialog. It truly captured the angst of teenage romantic relationships. In addition, the soundtrack was amazing. The lyrics and the tone of the songs complemented the sadness of the film so well that it made you wonder if the tracks were created specifically for the movie. <br /><br />Jessica Bohl is the best actress I have ever watched. Her compelling and believable performance made the movie. It made me wonder if she really IS a prostitute. Who knows. [[Anywqy]], the movie was very worth seeing. LOVE, YOUR",0.0009856224060058594,0.0012862682342529297,1.0,1.0,1.0,1904.0,"Failed"
"Before Last Call w/ Carson Daly, my local NBC affiliate aired much more worthwhile programming after Late Night w/ Conan such as second city TV, 3rd Rock From the Sun & Carline in the City reruns, and some stand up comedy. These days there is nothing worthwhile to watch because all I get to see is Carson Daly and his [[awful]] show. He is not a comedian, he is not an actor, he does not deserve to be famous because he isn't a good speaker nor comedian.<br /><br />On his June 21st show, he tried to use an internet meme called the ""Rickroll"" on his show. He failed hard. That","Before Last Call w/ Carson Daly, my local NBC affiliate aired much more worthwhile programming after Late Night w/ Conan such as second city TV, 3rd Rock From the Sun & Carline in the City reruns, and some stand up comedy. These days there is nothing worthwhile to watch because all I get to see is Carson Daly and his [[aweful]] show. He is not a comedian, he is not an actor, he does not deserve to be famous because he isn't a good speaker nor comedian.<br /><br />On his June 21st show, he tried to use an internet meme called the ""Rickroll"" on his show. He failed hard. That",0.0008342266082763672,0.00243532657623291,0.0,0.0,0.0,1377.0,"Failed"
"The remarkable, sometimes infuriating, often brilliant films of John Cassavetes occupy a unique position in American cinema Low-budget, partly improvised, inspired by cinéma verité documentary, and related to underground film, they have nevertheless frequently managed to reach a wide and profoundly appreciative audience <br /><br />After drama studies, the young Cassavetes quickly made his name as an [[unusually]] unrefined, intense actor, often appearing in films about disaffected, rebellious youth such as ""Crime in the Streets"" and ""Edge of the City."" <br /><br />Setting up an actors' workshop, he worked to transform an improvisational experiment into his feature debut The result, ""Shadows,"" taking three years to complete and partly financed by","The remarkable, sometimes infuriating, often brilliant films of John Cassavetes occupy a unique position in American cinema Low-budget, partly improvised, inspired by cinéma verité documentary, and related to underground film, they have nevertheless frequently managed to reach a wide and profoundly appreciative audience <br /><br />After drama studies, the young Cassavetes quickly made his name as an [[unusaully]] unrefined, intense actor, often appearing in films about disaffected, rebellious youth such as ""Crime in the Streets"" and ""Edge of the City."" <br /><br />Setting up an actors' workshop, he worked to transform an improvisational experiment into his feature debut The result, ""Shadows,"" taking three years to complete and partly financed by",0.025462627410888672,0.9492849111557007,1.0,0.0,1.0,2799.0,"Successful"
"The quintessential housewife and perfect mother, Donna Reed (as Donna Stone) could do it all. Settle spats between the children or neighbors, take care of her hard-working pipe-smoking pediatrician husband, Alex, and still have a stack of pancakes, three types of breakfast meat, and a tall glass of milk and OJ ready for the kids every morning before breakfast.<br /><br />Over the course of the past fifty years, we've lost sight of the idealistic stay-at-home mom, family meals together at the kitchen table, and preparing dinner for a hard-working husband when he comes home from work.<br /><br />I wish the show were available on DVD- I'd [[discontinue]] my cable altogether!","The quintessential housewife and perfect mother, Donna Reed (as Donna Stone) could do it all. Settle spats between the children or neighbors, take care of her hard-working pipe-smoking pediatrician husband, Alex, and still have a stack of pancakes, three types of breakfast meat, and a tall glass of milk and OJ ready for the kids every morning before breakfast.<br /><br />Over the course of the past fifty years, we've lost sight of the idealistic stay-at-home mom, family meals together at the kitchen table, and preparing dinner for a hard-working husband when he comes home from work.<br /><br />I wish the show were available on DVD- I'd [[discontine]] my cable altogether!",0.003100156784057617,0.6193019151687622,1.0,0.0,1.0,2162.0,"Successful"
"one day someone said lets redo the mod squad we can make it hip cool and all that YO!it'll make a mint then they actually made it and as you are watching it you can hear your spleen cringe in agony as it twists and binds into a knot from the pure [[horror]] of it all any movie ever made has something on this id rather meet wayne newton and sing karaoke with him in a gay bar in idaho and drink a virgin bloody mary than ever watch this again may god have mercy on my soul","one day someone said lets redo the mod squad we can make it hip cool and all that YO!it'll make a mint then they actually made it and as you are watching it you can hear your spleen cringe in agony as it twists and binds into a knot from the pure [[hofror]] of it all any movie ever made has something on this id rather meet wayne newton and sing karaoke with him in a gay bar in idaho and drink a virgin bloody mary than ever watch this again may god have mercy on my soul",0.0018897056579589844,0.007901787757873535,0.0,0.0,0.0,943.0,"Failed"
